Company,Geography, Excel ID 
HL D&I Halla Corporation,APAC,IQ12721806
"Xingtai Road and Bridge Construction Group Co., Ltd.",APAC,IQ171837889
Cognor Holding S.A.,EMEA,IQ20383602
Phoenix Mecano AG,EMEA,IQ878038
Yorozu Corporation,APAC,IQ880927
"CITIC Heavy Industries Co., Ltd.",APAC,IQ102330095
Genuit Group plc,EMEA,IQ3379847
"Hangzhou Turbine Power Group Co., Ltd.",APAC,IQ883412
Australian Rail Track Corporation Limited,APAC,IQ22263044
Schindler Lifts Australia Pty Limited,APAC,IQ23185038
AF Gruppen ASA,EMEA,IQ6174594
"Sy Co., Ltd.",APAC,IQ99716108
"Integrated Design & Engineering Holdings Co.,Ltd.",APAC,IQ880717
"Citychamp Dartong Advanced Materials Co., Ltd.",APAC,IQ20343435
"Shenzhen Center Power Tech. Co., Ltd",APAC,IQ47020146
Chongqing Airport Group Company Limited,APAC,IQ587628527
"Seino Holdings Co., Ltd.",APAC,IQ876318
"Jiangling Motors Corporation, Ltd.",APAC,IQ882835
"Shantou Wanshun New Material Group Co., Ltd.",APAC,IQ61238122
"Hyundam Ind. Co., Ltd.",APAC,IQ30516979
"Qingdao Ocean Investment Group Co., Ltd.",APAC,IQ144732019
"Guangxi Liugong Machinery Co., Ltd.",APAC,IQ5644214
RWS Holdings plc,EMEA,IQ12315861
"Zhejiang Communications Technology Co., Ltd.",APAC,IQ28689342
"Ultra Clean Holdings, Inc.",N. America,IQ3720301
"Center International Group Co.,Ltd.",APAC,IQ115216698
"Sekisui House U.S., Inc.",N. America,IQ181003
"Xi'an Port Industrial Co., Limited",APAC,IQ659077953
NITTAN Corporation,APAC,IQ883782
Sollers Public Joint Stock Company,EMEA,IQ8789984
Rexel Holdings Australia Pty Ltd,APAC,IQ22637237
Pkp Cargo S.A.,EMEA,IQ6461807
"Chengdu Xingcheng Renju Realestate Investment Group. Co., Ltd",APAC,IQ318755139
Johnson Controls Automotive Korea Inc.,APAC,IQ27162336
Isgec Heavy Engineering Limited,APAC,IQ20964384
"Zeniel Co., Ltd.",APAC,IQ30422317
PT Pelabuhan Indonesia (Persero),APAC,IQ25872653
Vulcan Steel Limited,APAC,IQ1685451194
"Gakken Holdings Co., Ltd.",APAC,IQ879526
China Railway 11th Bureau Group Corp. Ltd,APAC,IQ46461029
Xingda International Holdings Limited,APAC,IQ30585806
"Guangzhou Metro Design & Research Institute Co., Ltd.",APAC,IQ620109096
Tsubakimoto Chain Co.,APAC,IQ874598
Moelven Industrier ASA,EMEA,IQ552708
Xiamen C&D Inc.,APAC,IQ5510167
China Gezhouba Group Corporation,APAC,IQ6444011
Coats Group plc,EMEA,IQ877246
Solar A/S,EMEA,IQ9820177
"Trex Company, Inc.",N. America,IQ231534
"Ichinen Holdings Co.,Ltd.",APAC,IQ5540521
Walsin Lihwa Corporation,APAC,IQ1029371
"SAMPYO Cement Co., Ltd.",APAC,IQ5479656
"Taewoong Logistics Co., Ltd.",APAC,IQ83750280
PT. Gajah Tunggal Tbk,APAC,IQ1032011
"Fujian Nanping Sun Cable Co., Ltd.",APAC,IQ41285336
Hazama Ando Corporation,APAC,IQ874212
"Sinfonia Technology Co.,Ltd.",APAC,IQ876105
ANEST IWATA Corporation,APAC,IQ880829
Kohsoku Corporation,APAC,IQ884181
Filatex India Limited,APAC,IQ20343174
"Seojincam Co., Ltd",APAC,IQ32389189
U-Ming Marine Transport Corporation,APAC,IQ2488963
"HI AIR KOREA Co., Ltd.",APAC,IQ23142901
"Huai'an Assets Management Co.,Ltd.",APAC,IQ118099581
"Juli Sling Co., Ltd.",APAC,IQ79094766
"Doosan Fuel Cell Co., Ltd.",APAC,IQ638567659
China Communications Construction Group (Ltd.),APAC,IQ206555965
"Pacific Industrial Co., Ltd.",APAC,IQ880736
"NHK Spring Co., Ltd.",APAC,IQ876140
"Qinglong Pipes Industry Group Co., Ltd",APAC,IQ41107723
The Middleby Corporation,N. America,IQ289062
Altech Corporation,APAC,IQ5689447
Swire Properties Limited,APAC,IQ23110294
"Atlantic China Welding Consumables, Inc.",APAC,IQ5413944
"Century Communities, Inc.",N. America,IQ237656125
"Kiturami Boiler Co., Ltd.",APAC,IQ5631168
Nanning Rail Transit Company Limited,APAC,IQ561812330
"Hainan Mining Co., Ltd.",APAC,IQ46778794
"Shimojima Co., Ltd.",APAC,IQ884016
Gold Peak Technology Group Limited,APAC,IQ875658
Iskenderun Demir ve Çelik A.S.,EMEA,IQ47476322
"AINAVO HOLDINGS Co.,Ltd.",APAC,IQ5631223
The Siam Cement Public Company Limited,APAC,IQ874834
"Yibin Paper Industry Co., Ltd.",APAC,IQ6495569
"Steel Dynamics, Inc.",N. America,IQ34768
"Wanbei Coal-Electricity Group Co., Ltd.",APAC,IQ41102028
Electrotherm (India) Limited,APAC,IQ20481052
"Jinan City Construction Group Co., Ltd",APAC,IQ536799142
Post Danmark A/S,EMEA,IQ3734316
Elanders AB (publ),EMEA,IQ879924
"Sichuan Expressway Construction & Development Group Co., Ltd.",APAC,IQ117487615
"KEPCO Engineering & Construction Company, Inc.",APAC,IQ43190891
"Moorim P&P Co., Ltd.",APAC,IQ13165675
"Zhejiang Reclaim Construction Group Co., Ltd.",APAC,IQ129924760
Japan Pulp and Paper Company Limited,APAC,IQ875107
"Mercury Systems, Inc.",N. America,IQ376921
KB Home,N. America,IQ283234
"Huaxin Building Materials Group Co., Ltd.",APAC,IQ5723096
Ework Group AB (publ),EMEA,IQ25144753
"Mitani Sekisan Co., Ltd.",APAC,IQ5546625
"Stanley Black & Decker, Inc.",N. America,IQ304977
"The Japan Steel Works, Ltd.",APAC,IQ874350
"Yantai Eddie Precision Machinery Co., Ltd.",APAC,IQ128863088
"Eastern Air Logistics Co., Ltd.",APAC,IQ434770612
Gates Industrial Corporation plc,N. America,IQ308678
"Stanley Electric Co., Ltd.",APAC,IQ874621
QST International Corp.,APAC,IQ20411971
"Xiamen Zhongjun Industry Co.,Ltd.",APAC,IQ107486505
"Nomura Real Estate Holdings, Inc.",APAC,IQ28829264
"Dong-A Automotive Co., Ltd.",APAC,IQ112997510
"TOCALO Co.,Ltd.",APAC,IQ1375539
SWCC Corporation,APAC,IQ876059
"Moorim Paper Co., Ltd.",APAC,IQ1273602
"Sacyr, S.A.",EMEA,IQ876917
Vestas - Australian Wind Technology Pty. Limited,APAC,IQ9531486
Kubota Australia Pty Ltd,APAC,IQ23077039
Jayaswal Neco Industries Limited,APAC,IQ12704552
"Triangle Tyre Co.,Ltd",APAC,IQ13010894
"Intergis Co., Ltd",APAC,IQ5451519
Swire Pacific Limited,APAC,IQ874010
Evergreen Steel Corp.,APAC,IQ248258836
Arvind Limited,APAC,IQ877773
"Max Co., Ltd.",APAC,IQ874571
Fujii Sangyo Corporation,APAC,IQ883994
DENSO Corporation,APAC,IQ874044
"Haesung Industrial Co., Ltd.",APAC,IQ9548906
"Kyokuto Boeki Kaisha, Ltd.",APAC,IQ878702
"Shenzhen Kaizhong Precision Technology Co., Ltd.",APAC,IQ138895640
"Nanjing Lishui Urban Construction Group Co.,Ltd.",APAC,IQ332285781
"NANKAI Co., Ltd.",APAC,IQ875932
Investissement Québec,N. America,IQ3768998
Impellam Group Limited,EMEA,IQ5542399
PT Panca Budi Idaman Tbk,APAC,IQ34580265
"CTI Engineering Co., Ltd.",APAC,IQ883553
"Baotou Steel (Group) Co., Ltd.",APAC,IQ13011246
Henan Jinma Energy Company Limited,APAC,IQ538733623
"Jiangjin District Riverside Park Development Group Co.,Ltd.",APAC,IQ540683015
"Daiichi Koutsu Sangyo Co.,Ltd.",APAC,IQ11459320
"JINUSHI Co.,Ltd.",APAC,IQ37613881
TK Group (Holdings) Limited,APAC,IQ252205074
Xiamen C&D Corporation Limited,APAC,IQ41077610
"Yiwu City Investment Construction Group Co.,Ltd",APAC,IQ319807075
Taisei Corporation,APAC,IQ874554
Morguard Corporation,N. America,IQ873777
Tharisa plc,EMEA,IQ249861374
"Nanjing Kangni Mechanical & Electrical Co.,Ltd",APAC,IQ51540172
Public Joint Stock Company United Aircraft Corporation,EMEA,IQ32856517
Adbri Pty Ltd,APAC,IQ875415
CK Hutchison Holdings Limited,APAC,IQ411322
"Zhejiang Province Xinchang County Investment Development Group Co., Ltd.",APAC,IQ240750261
Ashtrom Group Ltd.,EMEA,IQ5882851
"Nanning Weining Investment Group Co.,Ltd.",APAC,IQ327722755
Container Corporation of India Limited,APAC,IQ8910896
"Ta Ya Electric Wire & Cable Co., Ltd.",APAC,IQ11500479
Hangzhou Iron&Steel Group Company,APAC,IQ26023832
Decmil Group Limited,APAC,IQ22211572
Persimmon Plc,EMEA,IQ876693
"Tomoe Engineering Co., Ltd.",APAC,IQ4509069
Boeing Australia Holdings Pty Limited,APAC,IQ22369711
The Vegetexco Port Joint Stock Company,APAC,IQ30744663
"Beijing Changjiu Logistics Co.,Ltd",APAC,IQ51620100
"Nippon Air conditioning Services Co., Ltd.",APAC,IQ5674143
GLP China Holdings Limited,APAC,IQ257081320
CCCC Dredging (Group) Company Limited,APAC,IQ305658983
Sino-American Silicon Products Inc.,APAC,IQ3536739
"Shenzhen Colibri Technologies Co., Ltd.",APAC,IQ548365523
FedEx Corporation,N. America,IQ124423
China Enterprise Company Limited,APAC,IQ383958230
"Webco Industries, Inc.",N. America,IQ334298
La Poste SA,EMEA,IQ666667
"Chuo Spring Co.,Ltd.",APAC,IQ881035
PT Adi Sarana Armada Tbk,APAC,IQ31158722
Hunan Communication & Water Conservancy Group Ltd,APAC,IQ593210499
China National Nuclear Corporation,APAC,IQ22706550
Obayashi Corporation,APAC,IQ875655
"Sotetsu Holdings, Inc.",APAC,IQ880483
"Takamatsu Construction Group Co., Ltd.",APAC,IQ5531731
Haitian International Holdings Limited,APAC,IQ30588996
CSBC Corporation,APAC,IQ8811726
"Burlington Northern Santa Fe, LLC",N. America,IQ257198
"LOTTE rental co.,ltd.",APAC,IQ46983975
Eltel AB (publ),EMEA,IQ231023230
"Yueyang Forest & Paper Co., Ltd.",APAC,IQ6483840
"Fluidra, S.A.",EMEA,IQ38270380
"Sugita Ace Co.,Ltd.",APAC,IQ5529385
"Kanagawa Chuo Kotsu Co., Ltd.",APAC,IQ881248
Yidu Gotop Investment Corporation,APAC,IQ116397727
Lafarge Africa Plc,EMEA,IQ12506027
OBOS BBL,EMEA,IQ12505777
AMA Group Limited,APAC,IQ28706346
JTEKT Corporation,APAC,IQ877367
"Nippon Rietec Co.,Ltd.",APAC,IQ883561
Kubota Corporation,APAC,IQ284441
CC Tianjin Dredging Company Limited,APAC,IQ36285200
Otis Worldwide Corporation,N. America,IQ159264
Krosaki Harima Corporation,APAC,IQ880938
Morgan Advanced Materials plc,EMEA,IQ874470
Tianjin Capital Environmental Protection Group Company Limited,APAC,IQ8084607
"Qingdao Haifa State-owned Capital Investment and Operation Group Co., Ltd.",APAC,IQ346468587
HANJIN Logistics Corporation,APAC,IQ5499110
PT Multistrada Arah Sarana Tbk,APAC,IQ22580579
Sri Trang Agro-Industry Public Company Limited,APAC,IQ4509056
ElringKlinger AG,EMEA,IQ879422
Xinjiang Tianfu Group Company Limited,APAC,IQ41105399
"Wolong Electric Group Co.,Ltd.",APAC,IQ12708016
"Sjg Sejong Co.,Ltd",APAC,IQ12721849
"NIKKON Holdings Co.,Ltd.",APAC,IQ882270
"Sumitomo Mitsui Finance and Leasing Company, Limited",APAC,IQ875273
"Schneider National, Inc.",N. America,IQ220278
"Wangneng Environment Co.,Ltd",APAC,IQ21867876
The Zenitaka Corporation,APAC,IQ876178
Kanaden Corporation,APAC,IQ876075
ENDO Lighting Corporation,APAC,IQ5632342
"Hangzhou Advance Gearbox Group Co., Ltd.",APAC,IQ27221666
Leedarson IoT Technology Inc.,APAC,IQ673190005
"Toyoda Gosei Co., Ltd.",APAC,IQ705883
"Furukawa Electric Co., Ltd.",APAC,IQ410068
Hino Motor Sales Australia Pty. Ltd,APAC,IQ5794912
"Daido Metal Co., Ltd.",APAC,IQ882311
"Hyundai Sungwoo Holdings Co., Ltd.",APAC,IQ5907869
IHI Corporation,APAC,IQ874396
"Li Peng Enterprise Co., Ltd.",APAC,IQ9857681
"Tongyu Heavy Industry Co., Ltd.",APAC,IQ127239307
"Nippon Dry-Chemical Co., Ltd.",APAC,IQ880640
"Reliance, Inc.",N. America,IQ331205
Bridgestone Australia Ltd.,APAC,IQ875169
"Gifore Agricultural Science & Technology Service Co.,Ltd",APAC,IQ59017967
"Hebei Port Group Co.,Ltd",APAC,IQ130220934
"Baosheng Science and Technology Innovation Co.,Ltd.",APAC,IQ5575444
"Senshu Electric Co.,Ltd.",APAC,IQ5532741
Stellantis N.V.,EMEA,IQ873861
"Changsha Metro Group Co.,Ltd",APAC,IQ240450822
"Rengo Co., Ltd.",APAC,IQ874546
"Huzhou Communications Investment Group Co.,Ltd",APAC,IQ216087210
The Shipping Corporation of India Limited,APAC,IQ7910874
"Xi'an Kingfar Group Co., Ltd",APAC,IQ41288636
"Sanming City Construction Investment Group Co., Ltd.",APAC,IQ237385048
"China State Railway Group Co.,Ltd.",APAC,IQ240854184
IPARK Hyundai Development Company,APAC,IQ419306808
Tsugami Corporation,APAC,IQ875732
Rix Corporation,APAC,IQ4035850
China Communications Services Corporation Limited,APAC,IQ30339548
"TECO Electric & Machinery Co., Ltd.",APAC,IQ878388
Geberit AG,EMEA,IQ28856
Russel Metals Inc.,N. America,IQ378719
Nuvoco Vistas Corporation Limited,APAC,IQ13718060
Taikisha Ltd.,APAC,IQ880167
"Zhuzhou Kibing Group Co.,Ltd",APAC,IQ138305861
DMG MORI AKTIENGESELLSCHAFT,EMEA,IQ876980
"Tianjin Eco-city Investment & Development Co.,Ltd.",APAC,IQ45813763
Korea Railroad Corporation,APAC,IQ13103865
Sumitomo Corporation,APAC,IQ22805
"FormFactor, Inc.",N. America,IQ28648
China State Construction Engineering Corporation Limited,APAC,IQ10437977
China World Trade Center Ltd.,APAC,IQ26722224
"Guangdong Provincial Highway Construction Co., Ltd",APAC,IQ54137038
"The Furukawa Battery Co., Ltd.",APAC,IQ879580
"Guangdong Greenway Technology Co.,Ltd",APAC,IQ671712135
New Jersey Transit Corporation,N. America,IQ4204916
GS Yuasa Corporation,APAC,IQ10223549
Bucher Industries AG,EMEA,IQ877203
"MYUNGHWA Ind. Co., Ltd.",APAC,IQ5746590
Dover Corporation,N. America,IQ174901
Regional Container Lines Public Company Limited,APAC,IQ879628
"Tokyo Tatemono Co., Ltd.",APAC,IQ875609
"Kitakei Co., Ltd.",APAC,IQ5533461
PT Indocement Tunggal Prakarsa Tbk,APAC,IQ875967
Jiangxi Highway Development L.L.C.,APAC,IQ140524411
"Hitachi Construction Machinery Co., Ltd.",APAC,IQ876130
"Jack Technology Co.,Ltd",APAC,IQ47104675
Trusco Nakayama Corporation,APAC,IQ881216
Dassault Aviation société anonyme,EMEA,IQ874022
MAHLE GmbH,EMEA,IQ873956
"NICE Information Service Co., Ltd.",APAC,IQ9463709
Ausco Holdings Pty Limited,APAC,IQ309868921
"Suzhou Hesheng Special Material Co., Ltd.",APAC,IQ50041112
"Nitto Boseki Co., Ltd.",APAC,IQ873958
Ansaldo Energia S.p.A.,EMEA,IQ5489570
"INTELLEX HOLDINGS Co.,Ltd.",APAC,IQ21909648
Hirata Corporation,APAC,IQ5533171
Sinko Industries Ltd.,APAC,IQ1062795
NIFCO KOREA Inc.,APAC,IQ23109607
"Sumitomo Densetsu Co.,Ltd.",APAC,IQ880743
"Yamaha Motor Co., Ltd.",APAC,IQ874143
"China Merchants Port Group Co., Ltd.",APAC,IQ2482282
Haulotte Group SA,EMEA,IQ617418
"Titan International, Inc.",N. America,IQ35600
"Altechno Metal Co., Ltd.",APAC,IQ99726820
Isuzu Motors Limited,APAC,IQ874159
"Sino-German United Group CO., Ltd.",APAC,IQ645859955
"China Railway First Group Co., Ltd.",APAC,IQ30608826
"Corticeira Amorim, S.G.P.S., S.A.",EMEA,IQ879790
Implenia AG,EMEA,IQ875849
"Guangxi Liugong Group Co., Ltd.",APAC,IQ47693840
DY Corporation,APAC,IQ10006056
"Zhejiang Hangmin Co.,Ltd",APAC,IQ22038258
"Shenzhen Desay Battery Technology Co., Ltd.",APAC,IQ11354666
Heidelberg Materials Australia Group Holdings Pty Ltd,APAC,IQ223853537
"Guizhou Space Appliance Co., Ltd",APAC,IQ11211322
"Shinsung E&G Co.,Ltd.",APAC,IQ7687597
Kennametal Inc.,N. America,IQ283484
"Hansol Paper Co., Ltd.",APAC,IQ241697566
The Salvation Army Australia Social Fund,APAC,IQ309962265
Sto SE & Co. KGaA,EMEA,IQ879962
Engineers India Limited,APAC,IQ7716003
S-1 Corporation,APAC,IQ5545990
"Hyundai Elevator Co., Ltd",APAC,IQ883158
MSP Steel & Power Limited,APAC,IQ23077965
Electrosteel Castings Limited,APAC,IQ881054
"YAPP Automotive Systems Co., Ltd.",APAC,IQ47017633
"Kyung Chang Industrial Co., Ltd.",APAC,IQ9616343
"Noblelift Intelligent Equipment Co.,Ltd.",APAC,IQ47097126
Marshalls plc,EMEA,IQ875486
Howard Hughes Holdings Inc.,N. America,IQ4528419
"Qingdao Port International Co., Ltd.",APAC,IQ264504741
"CTR Mobility Co.,Ltd.",APAC,IQ46994881
INNOVATE Corp.,N. America,IQ33284
Viglacera Corporation,APAC,IQ9709516
"Amada Co., Ltd.",APAC,IQ873950
"REV Group, Inc.",N. America,IQ113541117
"HANYANG ENG Co.,Ltd",APAC,IQ12917743
"Asahi Kogyosha Co., Ltd.",APAC,IQ878871
Tamil Nadu Newsprint and Papers Limited,APAC,IQ12668139
Johnson Electric Holdings Limited,APAC,IQ409200
"Inaba Denki Sangyo Co.,Ltd.",APAC,IQ882429
HRnetGroup Limited,APAC,IQ423142964
Sanwa Holdings Corporation,APAC,IQ516016
BNSF Railway Company,N. America,IQ3121016
"Avantia Co., Ltd.",APAC,IQ5580055
"Poly Developments and Holdings Group Co., Ltd.",APAC,IQ28446448
"BrightView Holdings, Inc.",N. America,IQ568706872
EDAG Engineering Group AG,EMEA,IQ5516163
"Shandong Bohui Paper Industry Co.,Ltd.",APAC,IQ5842574
"Anhui Anli Material Technology Co., Ltd.",APAC,IQ47105142
Daedong Corporation,APAC,IQ20341922
"ISU EXACHEM Co., Ltd",APAC,IQ41631203
"Totetsu Kogyo Co., Ltd.",APAC,IQ880832
"Taiyuan Heavy Industry Co., Ltd.",APAC,IQ11341846
Jiangsu Azure Corporation,APAC,IQ45458887
"MYS Group Co., Ltd.",APAC,IQ49610829
Odfjell SE,EMEA,IQ876111
Okuma Corporation,APAC,IQ874448
"Kawasaki Kisen Kaisha, Ltd.",APAC,IQ874304
HASEKO Corporation,APAC,IQ874112
SK Inc.,APAC,IQ24887246
"Beijing Urban Construction Group Co.,Ltd.",APAC,IQ5479404
Kinsus Interconnect Technology Corp.,APAC,IQ12737565
"Base Hd Co.,Ltd.",APAC,IQ286116938
"Jilin Provincial State-owned Capital Operation Group Co., Ltd.",APAC,IQ558041121
"Suzhou Xiangcheng State Owned Capital Investment Co.,Ltd.",APAC,IQ658066985
"Aichi Electric Co., Ltd.",APAC,IQ876167
Insteel Industries Inc.,N. America,IQ281083
West Coast Paper Mills Limited,APAC,IQ882948
"Linyi City Development Group Co.,Ltd.",APAC,IQ225836305
Felleskjøpet Agri SA,EMEA,IQ36172444
Komori Corporation,APAC,IQ878559
"Old Dominion Freight Line, Inc.",N. America,IQ319404
SKF India Limited,APAC,IQ878382
"AVIC Heavy Machinery Co., Ltd.",APAC,IQ12708884
Gladstone Ports Corporation Limited,APAC,IQ5388416
The Goodyear Tire & Rubber Company,N. America,IQ275789
"Chuo-Nittochi Group Co., Ltd.",APAC,IQ645819946
"Beazer Homes USA, Inc.",N. America,IQ332730
PT Hutama Karya (Persero),APAC,IQ35299534
SPG Qingdao Port Group Company Limited.,APAC,IQ36276453
"China Railway Shanghai Engineering Group Co., Ltd.",APAC,IQ649069359
"Dazhou Investment Co.,Ltd.",APAC,IQ227923704
"Sungwoo Hitech Seonjang Co.,Ltd",APAC,IQ227994084
ISDN Holdings Limited,APAC,IQ24193247
"Kandenko Co.,Ltd.",APAC,IQ880786
"Zhejiang Provincial Airport Group Co., Ltd.",APAC,IQ641030727
"Anhui Guofeng New Materials Co., Ltd.",APAC,IQ5778462
Transnet SOC Ltd,EMEA,IQ9995211
"Han's Laser Technology Industry Group Co., Ltd.",APAC,IQ9220926
Tipco Asphalt Public Company Limited,APAC,IQ877307
Best Pacific International Holdings Limited,APAC,IQ262969080
Canox Corporation,APAC,IQ5496119
"Yancheng City Construction Investment Group Co.,Ltd",APAC,IQ314403811
"Solareast Holdings Co., Ltd.",APAC,IQ109050805
"Sanyo Special Steel Co., Ltd.",APAC,IQ875964
"Kehua Holdings Co.,Ltd",APAC,IQ286513709
Token Corporation,APAC,IQ6458579
Sundram Fasteners Limited,APAC,IQ878623
Hebei Expressway Group Limited,APAC,IQ697435244
Dubai Investments PJSC,EMEA,IQ9916937
Shimizu Corporation,APAC,IQ875399
Beijing Drainage Group Co.Ltd,APAC,IQ30465393
Unique Engineering and Construction Public Company Limited,APAC,IQ30644632
"NIPPON KANZAI Holdings Co.,Ltd.",APAC,IQ5538154
"North Lingyun Industrial Group Co., Ltd.",APAC,IQ270240181
L.B. Foster Company,N. America,IQ130863
"Jiangsu Huahong Technology Co., Ltd.",APAC,IQ143885596
Tianjin Infrastructure Investment Group Limited Company,APAC,IQ39506680
Kanadevia Corporation,APAC,IQ874547
"Xintai City Urban and Rural Development Co., Ltd.",APAC,IQ289978250
Road & Bridge International Ltd.,APAC,IQ5550066
Otis Elevator Korea Co. Ltd.,APAC,IQ5509218
"Hovnanian Enterprises, Inc.",N. America,IQ279534
Excellence Commercial Property & Facilities Management Group Limited,APAC,IQ690113300
Heng Hup Holdings Limited,APAC,IQ600314256
Precision Tsugami (China) Corporation Limited,APAC,IQ109647361
China Yuchai International Limited,APAC,IQ380246
"YURA Co., Ltd.",APAC,IQ264088326
"Serveone Co., Ltd.",APAC,IQ596949485
"Nissan Shatai Co., Ltd.",APAC,IQ878271
Mainfreight Limited,APAC,IQ882260
Galilei Co. Ltd.,APAC,IQ5579794
SCG Packaging Public Company Limited,APAC,IQ877190
"Antong Holdings Co., Ltd.",APAC,IQ301490539
"De Licacy Industrial Co., Ltd.",APAC,IQ9735965
GS Holdings Corp.,APAC,IQ11169102
"Sanyo Trading Co., Ltd.",APAC,IQ1532476
"Tsubakimoto Kogyo Co., Ltd.",APAC,IQ880924
Deluxe Corporation,N. America,IQ266430
"Nippon Seiki Co., Ltd.",APAC,IQ883405
POWERCHINA Huadong Engineering Corporation Limited,APAC,IQ310067140
LS Eco Energy Ltd.,APAC,IQ304429700
"Polaris Shipping Co., Ltd.",APAC,IQ84296537
G-Tekt Corporation,APAC,IQ5554708
"Shanghai Ganglian E-Commerce Holdings Co., Ltd.",APAC,IQ60471770
Capral Limited,APAC,IQ874819
"Xinyi City Investment Development Group Co., Ltd.",APAC,IQ241670341
Niu Technologies,APAC,IQ306064547
"Longjian Road&Bridge Co.,Ltd",APAC,IQ12763675
U-Haul Holding Company,N. America,IQ345588
S-Tec System Co. Ltd.,APAC,IQ99216724
"METAWATER Co., Ltd.",APAC,IQ23351769
Glory Ltd.,APAC,IQ876941
Megawide Construction Corporation,APAC,IQ115841229
"Shinsung Delta Tech Co.,Ltd.",APAC,IQ20359651
Fagerhult Group AB,EMEA,IQ3466417
"Kunming Expressway Construction and Development Co.,Ltd.",APAC,IQ380951268
"Qingdao Hanhe Cable Co.,Ltd",APAC,IQ5449630
"Guangdong Environmental Protection Group Co.,Ltd.",APAC,IQ11065010
"NISSO HOLDINGS Co., Ltd",APAC,IQ5533501
DAE-IL Corporation,APAC,IQ36630915
"Nagoya Railroad Co., Ltd.",APAC,IQ875693
Dalmia Bharat Limited,APAC,IQ6437468
Morita Holdings Corporation,APAC,IQ880768
"KBR, Inc.",N. America,IQ4161770
Serco Group plc,EMEA,IQ877582
"SENKO Group Holdings Co., Ltd.",APAC,IQ879857
"Mengcheng County Urban Development Investment Holding Group Co., Ltd.",APAC,IQ538592043
PT Pakuwon Jati Tbk,APAC,IQ8088573
Toyota Tsusho Corporation,APAC,IQ877208
"Shenzhen Tagen Group Co., Ltd.",APAC,IQ6465470
"Wuxi GuoLian Development (Group) Co.,Ltd",APAC,IQ24547605
"Depo Auto Parts Industrial Co., Ltd.",APAC,IQ9857989
"Heilongjiang Construction Investment Group Co., Ltd.",APAC,IQ98793251
"Nishikawa Rubber Co., Ltd.",APAC,IQ887217
Vetropack Holding AG,EMEA,IQ877048
Dr. Ing. h.c. F. Porsche AG,EMEA,IQ213545777
Changqing Machinery Company Limited,APAC,IQ61635761
"Nanxing Machinery Co., Ltd.",APAC,IQ260306560
BES Engineering Corporation,APAC,IQ9844177
"Create Technology & Science Co.,Ltd.",APAC,IQ11367520
KE Holdings Inc.,APAC,IQ665898843
"DY DEOKYANG Co.,Ltd.",APAC,IQ1039010
Webasto Donghee Holdings Co. Ltd,APAC,IQ105906268
"Citic Pacific Special Steel Group Co., Ltd",APAC,IQ13090579
ArcBest Corporation,N. America,IQ25063
"Shanghai International Port (Group) Co., Ltd.",APAC,IQ9664238
Uflex Limited,APAC,IQ28579
Sinotruk (Hong Kong) Limited,APAC,IQ38943206
Renrui Human Resources Technology Holdings Limited,APAC,IQ645545068
ZKH Group Limited,APAC,IQ1828746238
"Enphase Energy, Inc.",N. America,IQ40485464
"Qidong City Construction Investment Development Co., Ltd",APAC,IQ536951268
AIA Engineering Limited,APAC,IQ24629985
KAP Limited,EMEA,IQ141826678
Voltronic Power Technology Corp.,APAC,IQ224341039
"PHA Co., Ltd.",APAC,IQ5842314
Wuhan Water Group Company Limited,APAC,IQ52035523
JK Lakshmi Cement Limited,APAC,IQ874358
"Foshan Electrical and Lighting Co.,Ltd",APAC,IQ108682
TFI International Inc.,N. America,IQ876067
"China Testing & Certification International Group Co.,Ltd.",APAC,IQ138817162
"Huangshi City Construction Investment Development Co.,Ltd",APAC,IQ224476562
"DYP Co.,Ltd",APAC,IQ100462123
Byucksan Corporation,APAC,IQ6536761
Toyota Boshoku Corporation,APAC,IQ880686
"Luyin Investment Group Co.,Ltd.",APAC,IQ10743731
"Sk Shipping Co., Ltd",APAC,IQ427776986
"Mistras Group, Inc.",N. America,IQ4549100
Parker Corporation,APAC,IQ6468037
KONE Oyj,EMEA,IQ686868
"XPCC Construction & Engineering (Group) Co., Ltd.",APAC,IQ140891860
LS Cable & System Ltd.,APAC,IQ61237941
ISS Facility Services Australia Limited,APAC,IQ878616
"NEXTEEL Co., Ltd.",APAC,IQ28402452
"Mitsubishi Logisnext Co., Ltd.",APAC,IQ880666
New Zealand Post Limited,APAC,IQ5531272
"Yongxing Special Materials Technology Co.,Ltd",APAC,IQ26689400
"Huainan Construction Development Holdings (Group) Co., Ltd",APAC,IQ611298986
"Mitsui Fudosan Co., Ltd.",APAC,IQ875101
CRRC GROUP Co. Ltd.,APAC,IQ138946564
"Xinjiang Fourth Agricultural Division State-owned Assets Investment Co., Ltd.",APAC,IQ242387047
"Shenzhen New Nanshan Holding (Group) Co., Ltd.",APAC,IQ79614129
"Shenzhen Easttop Supply Chain Management Co., Ltd.",APAC,IQ28388229
PPF Group N.V.,EMEA,IQ13291106
Bertrandt Aktiengesellschaft,EMEA,IQ883035
Civeo Corporation,N. America,IQ243907022
Hanwha Corporation,APAC,IQ2482203
"Shin Nippon Air Technologies Co., Ltd.",APAC,IQ880826
Holmen AB (publ),EMEA,IQ874013
Kurita Water Industries Ltd.,APAC,IQ876283
"Friend Co.,Ltd.",APAC,IQ127856566
"Musashi Seimitsu Industry Co., Ltd.",APAC,IQ884070
